date,country,SiteName,Technology,updatedby,updatetime,Volume
2024-04-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7823.0
2024-04-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8087.0
2024-04-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7432.0
2024-04-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8007.0
2024-04-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6593.0
2024-04-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6360.0
2024-04-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6917.0
2024-04-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5512.0
2024-04-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6284.0
2024-04-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7601.0
2024-04-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7599.0
2024-04-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8373.0
2024-04-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5338.0
2024-04-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6177.0
2024-04-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5487.0
2024-04-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7789.0
2024-04-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6023.0
2024-04-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6705.0
2024-04-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8501.0
2024-04-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8480.0
2024-04-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5926.0
2024-04-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6147.0
2024-04-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8379.0
2024-05-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8477.0
2024-05-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6446.0
2024-05-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7370.0
2024-05-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7031.0
2024-05-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6486.0
2024-05-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8598.0
2024-05-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6305.0
2024-05-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8930.0
2024-05-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8458.0
2024-05-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5932.0
2024-05-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8328.0
2024-05-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8052.0
2024-05-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7042.0
2024-05-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5434.0
2024-05-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8938.0
2024-05-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6840.0
2024-05-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8596.0
2024-05-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7423.0
2024-05-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5325.0
2024-05-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6976.0
2024-05-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6624.0
2024-05-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8449.0
2024-05-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8443.0
2024-05-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8923.0
2024-05-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5190.0
2024-05-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6828.0
2024-05-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5009.0
2024-05-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6198.0
2024-05-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6164.0
2024-05-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5903.0
2024-05-31 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8832.0
2024-06-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6658.0
2024-06-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5647.0
2024-06-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7920.0
2024-06-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5001.0
2024-06-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7923.0
2024-06-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6694.0
2024-06-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5789.0
2024-06-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5889.0
2024-06-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8394.0
2024-06-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5562.0
2024-06-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6293.0
2024-06-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7579.0
2024-06-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8433.0
2024-06-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8178.0
2024-06-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7694.0
2024-06-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8145.0
2024-06-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5609.0
2024-06-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5901.0
2024-06-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6455.0
2024-06-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6561.0
2024-06-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8658.0
2024-06-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8172.0
2024-06-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5989.0
2024-06-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8978.0
2024-06-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6570.0
2024-06-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5378.0
2024-06-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8285.0
2024-06-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8918.0
2024-06-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6547.0
2024-06-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6279.0
2024-07-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5163.0
2024-07-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8761.0
2024-07-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6317.0
2024-07-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7144.0
2024-07-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5077.0
2024-07-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8707.0
2024-07-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6534.0
2024-07-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7105.0
2024-07-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7843.0
2024-07-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8065.0
2024-07-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6701.0
2024-07-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7424.0
2024-07-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8103.0
2024-07-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6469.0
2024-07-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7559.0
2024-07-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6396.0
2024-07-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5726.0
2024-07-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8631.0
2024-07-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7971.0
2024-07-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7326.0
2024-07-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8983.0
2024-07-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5641.0
2024-07-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8186.0
2024-07-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5578.0
2024-07-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5851.0
2024-07-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5499.0
2024-07-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6024.0
2024-07-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7807.0
2024-07-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7484.0
2024-07-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6156.0
2024-07-31 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8399.0
2024-08-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5538.0
2024-08-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8536.0
2024-08-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6581.0
2024-08-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7210.0
2024-08-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6285.0
2024-08-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8977.0
2024-08-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8263.0
2024-08-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5801.0
2024-08-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8855.0
2024-08-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8086.0
2024-08-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8621.0
2024-08-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6934.0
2024-08-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7122.0
2024-08-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7033.0
2024-08-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7361.0
2024-08-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7041.0
2024-08-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5960.0
2024-08-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6735.0
2024-08-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5049.0
2024-08-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6353.0
2024-08-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8753.0
2024-08-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8457.0
2024-08-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6754.0
2024-08-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5647.0
2024-08-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7104.0
2024-08-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7674.0
2024-08-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8655.0
2024-08-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7440.0
2024-08-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7542.0
2024-08-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6948.0
2024-08-31 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5979.0
2024-09-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8697.0
2024-09-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7422.0
2024-09-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8791.0
2024-09-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8608.0
2024-09-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8520.0
2024-09-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7566.0
2024-09-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8665.0
2024-09-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7954.0
2024-09-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7304.0
2024-09-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6629.0
2024-09-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8737.0
2024-09-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6920.0
2024-09-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6201.0
2024-09-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7685.0
2024-09-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7994.0
2024-09-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8925.0
2024-09-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6364.0
2024-09-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7248.0
2024-09-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6343.0
2024-09-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7622.0
2024-09-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7319.0
2024-09-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5494.0
2024-09-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5149.0
2024-09-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6399.0
2024-09-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8919.0
2024-09-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5160.0
2024-09-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5356.0
2024-09-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8268.0
2024-09-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7642.0
2024-09-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7569.0
2024-10-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6849.0
2024-10-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7552.0
2024-10-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7351.0
2024-10-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7250.0
2024-10-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7385.0
2024-10-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6745.0
2024-10-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7786.0
2024-10-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7444.0
2024-10-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6534.0
2024-10-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8531.0
2024-10-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8215.0
2024-10-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5162.0
2024-10-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5796.0
2024-10-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6943.0
2024-10-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6346.0
2024-10-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7960.0
2024-10-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6739.0
2024-10-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7973.0
2024-10-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8369.0
2024-10-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6094.0
2024-10-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8200.0
2024-10-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7690.0
2024-10-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7051.0
2024-10-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5582.0
2024-10-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6665.0
2024-10-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5734.0
2024-10-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5388.0
2024-10-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8185.0
2024-10-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8038.0
2024-10-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8786.0
2024-10-31 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8923.0
2024-11-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8081.0
2024-11-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8130.0
2024-11-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7129.0
2024-11-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6571.0
2024-11-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5218.0
2024-11-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5188.0
2024-11-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7651.0
2024-11-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7049.0
2024-11-09 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6582.0
2024-11-10 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6177.0
2024-11-11 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8258.0
2024-11-12 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8007.0
2024-11-13 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8368.0
2024-11-14 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6756.0
2024-11-15 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6358.0
2024-11-16 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6160.0
2024-11-17 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6708.0
2024-11-18 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5357.0
2024-11-19 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5682.0
2024-11-20 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8975.0
2024-11-21 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6154.0
2024-11-22 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7773.0
2024-11-23 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7395.0
2024-11-24 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7722.0
2024-11-25 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6020.0
2024-11-26 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5695.0
2024-11-27 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8828.0
2024-11-28 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6829.0
2024-11-29 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5053.0
2024-11-30 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5275.0
2024-12-01 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8642.0
2024-12-02 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5057.0
2024-12-03 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6453.0
2024-12-04 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,5851.0
2024-12-05 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,8269.0
2024-12-06 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,7339.0
2024-12-07 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6300.0
2024-12-08 00:00:00,Great Britain,Pembroke-1,Gas,petroineos,2026-06-05 00:53:48.007966,6569.0
